Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Rating,Length,Rating Code
7/9/23,"Decameron, The",5.10b,find the foot!,https://www.mountainproject.com/route/106184767/decameron-the,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 01. Sandstonia,3.6,-1,Lead,,Sport,,90,2900
7/9/23,Cross-Eyed and Blind,5.11a,awesome route. big throws to horizontal ledges,https://www.mountainproject.com/route/106550243/cross-eyed-and-blind,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 1. First Buttress,3.5,-1,Lead,,Sport,,80,4600
7/9/23,Infatuation,5.7,,https://www.mountainproject.com/route/110261733/infatuation,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 0. Zero Buttress,2.3,-1,Lead,,Sport,,60,1800
7/9/23,Strong Arming the Little Guy,5.10b/c,,https://www.mountainproject.com/route/106156848/strong-arming-the-little-guy,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.9,-1,Lead,,Sport,,70,3100
7/9/23,Orange Oswald,5.10a,1 hang,https://www.mountainproject.com/route/105918472/orange-oswald,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.9,-1,Lead,,Sport,,70,2600
7/9/23,Hippie Dreams,5.7,,https://www.mountainproject.com/route/105992273/hippie-dreams,1,West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall,2.9,-1,Lead,Flash,Sport,,75,1800
4/9/23,Bullwinkle Craters,5.11b,tough move at the top,https://www.mountainproject.com/route/105921731/bullwinkle-craters,1,New Hampshire > *Rumney > Below the New Wave,2.3,-1,TR,,Sport,,40,4900
4/9/23,Son of Sammy,5.8+,,https://www.mountainproject.com/route/105921754/son-of-sammy,1,New Hampshire > *Rumney > Below the New Wave,2.1,-1,Lead,Flash,Sport,,30,2200
4/9/23,Couch Potato,5.9,,https://www.mountainproject.com/route/105921772/couch-potato,1,New Hampshire > *Rumney > Below the New Wave,2,-1,Lead,Onsight,Sport,,30,2400
4/9/23,Sixth Sense,5.6,,https://www.mountainproject.com/route/105921786/sixth-sense,1,New Hampshire > *Rumney > Below the New Wave,1.4,-1,Lead,Flash,Sport,,30,1600
4/8/23,Man With a Hueco in His Tights,5.11a,v difficult bouldery opening,https://www.mountainproject.com/route/105946055/man-with-a-hueco-in-his-tights,1,New Hampshire > *Rumney > Triple Corners > Triple Corners Left,2.8,-1,TR,,Sport,,45,4600
4/8/23,Jolt,5.11d,absolutely terrifying megaclassic,https://www.mountainproject.com/route/106113553/jolt,1,New Hampshire > *Cathedral Ledge > Barber Wall,2.6,-1,TR,,Trad,,60,5500
4/8/23,Sesame Street,5.10b,need to go straight above the bulge,https://www.mountainproject.com/route/105959390/sesame-street,1,New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left),3.2,-1,Lead,,Sport,,,2900
4/8/23,Metamorphosis,5.8+,unreal route,https://www.mountainproject.com/route/105959363/metamorphosis,1,New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left),3.3,-1,Lead,Onsight,Sport,,,2200
4/8/23,"Armed and Dangerous, and Off My Medication",5.10b,one take need to get clean!,https://www.mountainproject.com/route/105935097/armed-and-dangerous-and-off-my-medication,1,New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left),3.5,-1,,,Sport,,,2900
4/8/23,Green Mile,5.9,hard start then chills out,https://www.mountainproject.com/route/106009586/green-mile,1,New Hampshire > *Rumney > Armed and Dangerous (Main Cliff Left),2.4,-1,Lead,,Sport,,,2400
4/7/23,Hammond Organ,5.10c/d,one take,https://www.mountainproject.com/route/105917803/hammond-organ,1,New Hampshire > *Rumney > Jimmy Cliff,2.7,-1,Lead,,Sport,,,3400
4/7/23,Lonesome Dove,5.10a,1 take need clean send,https://www.mountainproject.com/route/105879126/lonesome-dove,1,New Hampshire > *Rumney > Jimmy Cliff,3.6,4,Lead,,Sport,,,2600
4/7/23,Junco,5.8+,,https://www.mountainproject.com/route/105876683/junco,1,New Hampshire > *Rumney > Jimmy Cliff,3.4,-1,Lead,Flash,Sport,,80,2200
4/7/23,Masterpiece,5.10a,one take,https://www.mountainproject.com/route/105878204/masterpiece,1,New Hampshire > *Rumney > Bonsai,3.1,-1,Lead,,Sport,,,2600
4/7/23,Kamikazee,5.8,,https://www.mountainproject.com/route/105939289/kamikazee,1,New Hampshire > *Rumney > Bonsai,1.3,3,Lead,Flash,Sport,,,2100
9/3/22,Cascading Crystal Kaleidoscope (CCK),5.8 PG13,Lead by Jimmy Forbes,https://www.mountainproject.com/route/105801065/cascading-crystal-kaleidoscope-cck,3,New York > The Gunks > The Trapps > h. The Arrow Wall - CCK,3.8,4,Follow,,Trad,,250,2100
9/3/22,High Exposure,5.8+,lead by Jimmy Forbes,https://www.mountainproject.com/route/109069966/high-exposure,2,Colorado > Grand Junction Area > Unaweep Canyon > Main Canyon: Unaweep Granite > The Access Fund Trailhead > Sunday Wall,1.5,4,TR,,Trad,,220,2200
