Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Disney Point","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105816407/disney-point,3.0,-1,Trad,5.10c,1,50,41.73517,-74.19463
"Cheap Thrills","g. V3 - Middle Earth > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/109172875/cheap-thrills,2.9,-1,Trad,"5.10c PG13",1,100,41.74267,-74.18075
"Taste of Honey","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/113786361/taste-of-honey,3.8,-1,Trad,5.7,1,120,41.76344,-74.15663
"Veal in a Blender","a1. The Uberfall - left > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/114986689/veal-in-a-blender,3.3,-1,Trad,5.10,1,40,41.737,-74.18943
"A Pilgrim's Progress","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/108350031/a-pilgrims-progress,3.7,-1,Trad,5.8,1,70,41.76344,-74.15663
Tetonia,"f. The Guides' Wall (Madame G's) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/106889345/tetonia,2.9,-1,Trad,"5.10b PG13",1,180,41.74053,-74.18289
"Techo Stuff","k. The Slime Wall > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/107797205/techo-stuff,3.1,-1,"Trad, TR",5.12a,1,50,41.74928,-74.1749
"Swing Time","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/107512224/swing-time,3.1,-1,Trad,"5.11a PG13",2,160,41.73517,-74.19463
"Open Cockpit","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/118573855/open-cockpit,3.6,-1,Trad,"5.11 PG13",1,120,41.76344,-74.15663
"Road Warrior","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/107333984/road-warrior,2.9,-1,"Trad, TR","5.11+ R",1,90,41.73294,-74.19626
"El Camino","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/107574417/el-camino,3.1,-1,Trad,"5.11b R",1,70,41.73294,-74.19626
"Spinal Exam","d. Harvest Moon to the End > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/106774663/spinal-exam,3.1,-1,Trad,5.10c/d,1,,41.72872,-74.20061
"Petie's Spare Rib","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/105936236/peties-spare-rib,3.2,-1,Trad,"5.5 PG13",1,100,41.76344,-74.15663
"Easy Rider","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/108860828/easy-rider,3.0,-1,Trad,"5.9 PG13",10,790,41.73517,-74.19463
"Overhanging Overhang","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/105970359/overhanging-overhang,3.4,-1,Trad,5.6,1,110,41.76344,-74.15663
Dharmakaya,"b. The Playground > z.. Dickie Barre (upper PK cliff) > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/111932060/dharmakaya,3.0,-1,Trad,"5.10c PG13",1,65,41.74475,-74.21474
"Realm of the Fifth Class Climber","Millbrook > The Gunks > New York",https://www.mountainproject.com/route/113747171/realm-of-the-fifth-class-climber,3.1,-1,Trad,5.9,3,200,41.70838,-74.22604
"Crash and Burn","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/105799206/crash-and-burn,3.1,-1,Trad,"5.9+ R",1,120,41.76344,-74.15663
"Dark Side of the Moon","d. Harvest Moon to the End > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/112426751/dark-side-of-the-moon,3.5,-1,Trad,5.12a/b,1,60,41.72872,-74.20061
"Grey Face","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/111249435/grey-face,2.9,-1,Trad,5.5,2,200,41.76344,-74.15663
Bullfrog,"g. V3 - Middle Earth > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/107821314/bullfrog,3.0,-1,Trad,"5.12a/b PG13",1,80,41.74267,-74.18075
"Dreaming of PJ","i. Terror Dome > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105904832/dreaming-of-pj,2.9,-1,Trad,5.9-,1,50,41.73979,-74.21557
Gargoyle,"Sky Top > The Gunks > New York",https://www.mountainproject.com/route/108349788/gargoyle,3.1,-1,Trad,5.5,1,125,41.76344,-74.15663
"Bronto Platter","q. Chalkboard Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/108422740/bronto-platter,3.0,-1,"Trad, TR","5.6 PG13",1,70,41.7391,-74.21439
"Yellow Verschneidung","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/111249651/yellow-verschneidung,3.1,-1,Trad,"5.8 PG13",2,200,41.76344,-74.15663
"Sling Time","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/108317530/sling-time,3.4,-1,Trad,5.12a,1,,41.73517,-74.19463
"New Frontier","Millbrook > The Gunks > New York",https://www.mountainproject.com/route/108228535/new-frontier,3.5,-1,Trad,"5.11b R",2,245,41.70838,-74.22604
Schlemiel,"Millbrook > The Gunks > New York",https://www.mountainproject.com/route/108997651/schlemiel,3.3,-1,Trad,5.10b/c,3,200,41.70838,-74.22604
Psychadelic,"m. Crevice right, and Psycho Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/107363473/psychadelic,3.2,-1,"Trad, TR","5.10b PG13",1,55,41.73965,-74.21529
"Bonnie’s a Knockout","i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/121618077/bonnies-a-knockout,3.1,-1,Trad,5.10b,2,200,41.74421,-74.179
"Standardized Testing","q. Chalkboard Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105958958/standardized-testing,2.9,-1,"Trad, TR","5.9+ PG13",1,80,41.7391,-74.21439
"Bro Crack","t. Mya to the East End > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/107241705/bro-crack,3.0,-1,Trad,5.8-,1,60,41.739,-74.2139
"Daddy Long Legs","n. Impossible Roof Area > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105912530/daddy-long-legs,3.0,-1,"Trad, TR",5.9,1,60,41.73963,-74.2153
"Zig Zag Man","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/111249715/zig-zag-man,2.9,-1,Trad,"5.8 PG13",1,130,41.76344,-74.15663
"It Ain't All It's Crack'd Up To Be","l. Cuckoo's Nest and the Crevice > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105912488/it-aint-all-its-crackd-up-to-be,2.8,-1,"Trad, TR",5.9-,1,60,41.73965,-74.21516
Dissonance,"j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/112426725/dissonance,3.0,-1,Trad,5.12a,1,70,41.74756,-74.17576
"Yellow Crack","k. The Slime Wall > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/117675691/yellow-crack,3.0,-1,Trad,"5.11c R",1,,41.74928,-74.1749
"Black Wallpaper","m. Crevice right, and Psycho Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105974657/black-wallpaper,3.0,-1,"Trad, TR","5.9 PG13",1,70,41.73965,-74.21529
"The Rook","b. The Playground > z.. Dickie Barre (upper PK cliff) > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/110994508/the-rook,2.9,-1,"Trad, TR",5.7,1,40,41.74475,-74.21474
"Krapp's Last Tape","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/118571992/krapps-last-tape,3.2,-1,Trad,"5.10c PG13",1,70,41.76344,-74.15663
"Boob Job","b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/112848765/boob-job,3.0,-1,Trad,5.10b,1,80,41.73294,-74.19626
"Minnie Belle","Sky Top > The Gunks > New York",https://www.mountainproject.com/route/113786276/minnie-belle,2.9,-1,Trad,5.8,1,60,41.76344,-74.15663
"Strange Customs","d. Harvest Moon to the End > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/108994006/strange-customs,2.9,-1,"Trad, TR","5.11d R",1,60,41.72872,-74.20061
Zoomulator,"a1. The Uberfall - left > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/112903464/zoomulator,3.0,-1,Trad,"5.12a/b PG13",1,100,41.737,-74.18943
"The Ripper","l. Cuckoo's Nest and the Crevice > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/113228161/the-ripper,3.0,-1,"Trad, TR",5.10a,1,50,41.73965,-74.21516
"Escape from LA","c. LA Roof > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/117874696/escape-from-la,3.0,-1,"Trad, TR",5.10a,1,50,41.73897,-74.21984
Undertoe,"d. The Fortress > z.. Dickie Barre (upper PK cliff) > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/109530231/undertoe,3.0,-1,Trad,"5.10a PG13",1,60,41.74466,-74.21484
"Squat Thrust","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/113354890/squat-thrust,3.0,-1,Trad,"5.12a PG13",1,110,41.73517,-74.19463
"Little Neck-y","c. The Clamshell Wall > z.. Dickie Barre (upper PK cliff) > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/123113086/little-neck-y,3.2,-1,Trad,5.7,1,80,41.7447,-74.21469
"East Pillar, east face","t. Mya to the East End > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/107202427/east-pillar-east-face,2.8,-1,"Trad, TR","5.8 R",1,60,41.739,-74.2139
"Water King","e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/125058395/water-king,3.3,-1,Trad,"5.10c R",1,110,41.73936,-74.18421
"Worp Factor 1","l. Sleepy Hollow > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/124971885/worp-factor-1,3.0,-1,Trad,5.11d,1,110,41.75034,-74.17373
